StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Study Hours,Attendance (%),Online Classes Taken,Pass
2821.0,Leslie King,Female,92.0,,85.0,1.0,High,,3.2,89.0,False,0
,Maria Leblanc,Female,85.0,20.0,60.0,1.0,High,87.0,1.3,70.0,True,1
4361.0,Nicholas Baxter,Male,85.0,8.0,70.0,2.0,High,85.0,4.7,93.0,True,1
5896.0,Tiffany Sanders,Female,90.0,30.0,77.0,2.0,Low,78.0,3.7,58.0,True,1
4163.0,,Male,91.0,25.0,77.0,0.0,High,72.0,3.2,81.0,False,1
2841.0,Deborah Hernandez,Female,78.0,20.0,90.0,2.0,Medium,90.0,0.4,71.0,True,1
5275.0,Jessica Banks,Male,95.0,8.0,86.0,2.0,Low,,2.3,51.0,True,0
4261.0,Tonya Thompson,Female,82.0,15.0,78.0,1.0,High,90.0,4.0,83.0,False,1
6623.0,Kevin Marquez,Female,70.0,12.0,60.0,3.0,High,85.0,0.6,55.0,True,1
7305.0,Alyssa Berg MD,Female,91.0,25.0,65.0,,Low,,0.2,81.0,True,0
1367.0,,Male,85.0,10.0,86.0,3.0,High,68.0,3.1,52.0,True,1
4050.0,Jeff Carney,,95.0,15.0,85.0,0.0,Medium,92.0,0.4,82.0,True,1
5660.0,Caitlyn Green,Male,82.0,10.0,82.0,1.0,Medium,92.0,,70.0,True,1
1807.0,Taylor Smith,Female,88.0,30.0,78.0,1.0,Medium,,1.4,81.0,True,0
5240.0,Sarah Davis,Male,85.0,20.0,90.0,1.0,High,87.0,4.5,,True,1
8940.0,James Long,Male,78.0,25.0,70.0,1.0,Low,,,83.0,False,0
7729.0,Tammy Tanner,Male,,15.0,65.0,2.0,,78.0,2.0,69.0,False,1
6191.0,Joel Ford,Female,88.0,22.0,60.0,2.0,Medium,90.0,3.7,83.0,False,1
6.0,Olivia,Female,95.0,30.0,88.0,1.0,High,,2.8,97.0,False,0
8684.0,Dawn Morton,Male,95.0,22.0,,1.0,Medium,,2.5,76.0,True,0
8030.0,David Hoffman,Male,91.0,,78.0,0.0,Medium,85.0,4.6,72.0,True,1
3440.0,Brandon Williamson,Male,95.0,,88.0,0.0,Medium,,,69.0,False,0
8681.0,Dalton Chen,Female,82.0,17.0,86.0,1.0,Medium,90.0,4.8,68.0,False,1
7366.0,Amy Fisher,Female,82.0,22.0,86.0,2.0,High,90.0,1.1,95.0,True,1
9892.0,David Gonzalez,Female,92.0,22.0,65.0,2.0,Medium,,3.7,67.0,True,0
3440.0,Brandon Williamson,Male,95.0,,88.0,0.0,Medium,,,69.0,False,0
3713.0,Ronnie White,Male,90.0,12.0,82.0,3.0,High,68.0,0.8,88.0,True,1
6615.0,Heidi Simmons,Female,95.0,25.0,65.0,0.0,High,92.0,1.1,58.0,True,1
8849.0,Melissa Perry,Male,92.0,12.0,82.0,2.0,Low,85.0,0.7,89.0,True,1
1749.0,Ian Glass,Female,88.0,17.0,70.0,3.0,Low,,2.2,93.0,True,0
1996.0,Manuel Baker,Female,70.0,8.0,85.0,1.0,Low,,0.4,55.0,False,0
1310.0,Elizabeth Nichols,Female,92.0,25.0,86.0,1.0,High,,3.0,75.0,True,0
4394.0,John Warner,Male,92.0,30.0,65.0,3.0,High,,4.3,59.0,True,0
1971.0,Michael Gomez,Female,78.0,10.0,90.0,0.0,Low,90.0,4.1,98.0,False,1
6804.0,David Aguilar,Female,70.0,17.0,78.0,2.0,High,,3.6,56.0,,0
9289.0,Alexander Preston,Female,85.0,8.0,77.0,2.0,Medium,90.0,3.2,79.0,True,1
8381.0,Peter Welch,Female,88.0,15.0,90.0,2.0,Low,,3.5,79.0,True,0
,Ronnie Lee,Female,92.0,20.0,70.0,2.0,Medium,72.0,,90.0,True,1
3440.0,Brandon Williamson,Male,95.0,,88.0,0.0,Medium,,,69.0,False,0
8460.0,Shelby Richards,Female,88.0,22.0,77.0,3.0,Medium,80.0,0.8,84.0,True,1
6966.0,Joseph Green,Female,92.0,8.0,82.0,1.0,Low,,0.2,,True,0
7064.0,Paige Turner,Male,91.0,8.0,77.0,0.0,Medium,,4.0,82.0,False,0
6804.0,David Aguilar,Female,70.0,17.0,78.0,2.0,High,,3.6,56.0,,0
4016.0,Julia Brooks,Female,78.0,15.0,88.0,0.0,Medium,,2.2,90.0,False,0
9892.0,David Gonzalez,Female,92.0,22.0,65.0,2.0,Medium,,3.7,67.0,True,0
4016.0,Julia Brooks,Female,78.0,15.0,88.0,0.0,Medium,,2.2,90.0,False,0
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,0
6.0,Olivia,Female,95.0,30.0,88.0,1.0,High,,2.8,97.0,False,0
5703.0,Alexis Walton,Female,78.0,10.0,60.0,1.0,Medium,,4.3,74.0,False,0
1440.0,Cassandra Snyder,Female,92.0,17.0,82.0,2.0,Medium,,0.7,69.0,True,0
1310.0,Elizabeth Nichols,Female,92.0,25.0,86.0,1.0,High,,3.0,75.0,True,0
9906.0,Sean Lyons,Male,,15.0,85.0,2.0,Medium,,2.6,76.0,True,0
1324.0,Anne Martin,Female,90.0,30.0,86.0,,Low,88.0,3.2,84.0,True,1
5846.0,Michelle Santos,Male,90.0,15.0,,2.0,High,78.0,4.3,97.0,True,1
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
3804.0,John Bender,Female,92.0,18.0,86.0,0.0,Low,88.0,4.5,86.0,True,1
7313.0,Tom Bradley,,92.0,25.0,77.0,1.0,Medium,80.0,3.5,91.0,True,1
3755.0,Nathaniel Lopez,Female,91.0,17.0,70.0,2.0,High,88.0,0.6,99.0,False,1
6966.0,Joseph Green,Female,92.0,8.0,82.0,1.0,Low,,0.2,,True,0
3390.0,Donna Shaw,Male,78.0,8.0,82.0,0.0,Medium,78.0,3.9,73.0,False,1
5516.0,Jean Moreno,Male,90.0,15.0,60.0,3.0,High,,1.0,56.0,True,0
2273.0,Mary Jones,Male,85.0,8.0,78.0,3.0,High,80.0,,82.0,True,1
2022.0,Elijah Wagner,Female,82.0,15.0,78.0,2.0,Medium,87.0,4.3,51.0,True,1
5703.0,Alexis Walton,Female,78.0,10.0,60.0,1.0,Medium,,4.3,74.0,False,0
8001.0,Brian Miles,Male,88.0,17.0,,2.0,Low,,1.6,76.0,True,0
5421.0,Samuel Smith,Female,92.0,25.0,90.0,2.0,High,,4.3,81.0,False,0
2604.0,Yolanda Chen,Male,82.0,15.0,85.0,3.0,High,,2.4,63.0,False,0
1555.0,Susan Roberson,Female,90.0,17.0,77.0,0.0,Medium,62.0,4.4,56.0,True,1
2821.0,Leslie King,Female,92.0,,85.0,1.0,High,,3.2,89.0,False,0
9192.0,Stephen Ramirez,Male,92.0,30.0,77.0,2.0,Medium,90.0,0.7,56.0,True,1
1166.0,Tonya Gonzalez,Male,90.0,25.0,60.0,1.0,Low,92.0,3.5,91.0,False,1
8684.0,Dawn Morton,Male,95.0,22.0,,1.0,Medium,,2.5,76.0,True,0
8939.0,Joshua Kane,Male,92.0,8.0,70.0,2.0,Low,78.0,2.0,81.0,False,1
8461.0,Kimberly Wood,Female,91.0,25.0,60.0,1.0,Medium,92.0,0.7,94.0,True,1
6562.0,Amy Rodriguez,Male,95.0,10.0,85.0,2.0,Low,,2.7,62.0,False,0
9714.0,Erica Thomas,Female,85.0,22.0,88.0,2.0,High,78.0,0.4,75.0,True,1
8454.0,Kayla Solomon,Male,70.0,30.0,65.0,1.0,Low,92.0,3.2,67.0,True,1
2730.0,Brandon Dickerson,Male,88.0,12.0,88.0,0.0,Medium,62.0,3.3,86.0,False,1
1310.0,Elizabeth Nichols,Female,92.0,25.0,86.0,1.0,High,,3.0,75.0,True,0
6966.0,Joseph Green,Female,92.0,8.0,82.0,1.0,Low,,0.2,,True,0
7834.0,Michael Bailey,Male,85.0,25.0,78.0,2.0,Medium,78.0,5.0,54.0,False,1
8001.0,Brian Miles,Male,88.0,17.0,,2.0,Low,,1.6,76.0,True,0
1606.0,Mary Benson,Female,70.0,,70.0,3.0,Low,,4.7,81.0,True,0
5421.0,Samuel Smith,Female,92.0,25.0,90.0,2.0,High,,4.3,81.0,False,0
2975.0,Sandra Hart,Female,85.0,8.0,82.0,3.0,High,90.0,3.3,73.0,True,1
3155.0,Ryan Hood,Male,85.0,22.0,82.0,1.0,Medium,78.0,4.3,84.0,,1
2821.0,Leslie King,Female,92.0,,85.0,1.0,High,,3.2,89.0,False,0
6954.0,Grant Henderson,Female,78.0,,88.0,1.0,Medium,80.0,0.3,57.0,False,1
3440.0,Brandon Williamson,Male,95.0,,88.0,0.0,Medium,,,69.0,False,0
2416.0,William Christian,Female,82.0,17.0,90.0,3.0,Medium,,1.4,96.0,False,0
2181.0,Sean Walker,Male,85.0,17.0,88.0,1.0,High,87.0,0.3,100.0,False,1
1749.0,Ian Glass,Female,88.0,17.0,70.0,3.0,Low,,2.2,93.0,True,0
9906.0,Sean Lyons,Male,,15.0,85.0,2.0,Medium,,2.6,76.0,True,0
9011.0,Michael Evans,Female,85.0,30.0,70.0,2.0,Medium,87.0,,,False,1
6804.0,David Aguilar,Female,70.0,17.0,78.0,2.0,High,,3.6,56.0,,0
9482.0,Eileen Lee,Male,90.0,20.0,70.0,2.0,Low,72.0,4.6,72.0,False,1
5183.0,Peter Figueroa,Female,85.0,25.0,86.0,3.0,Low,90.0,3.4,61.0,False,1
2106.0,Laura Ross,Male,70.0,17.0,86.0,2.0,Low,78.0,4.5,100.0,False,1
5648.0,Craig Mccann,Female,85.0,10.0,90.0,0.0,Low,85.0,2.6,76.0,True,1
6990.0,,Female,70.0,25.0,60.0,2.0,Low,78.0,,85.0,False,1
5128.0,Nicholas Robinson DDS,Male,95.0,20.0,86.0,0.0,Medium,85.0,4.8,94.0,False,1
1440.0,Cassandra Snyder,Female,92.0,17.0,82.0,2.0,Medium,,0.7,69.0,True,0
9906.0,Sean Lyons,Male,,15.0,85.0,2.0,Medium,,2.6,76.0,True,0
3735.0,,Female,78.0,18.0,78.0,3.0,High,,3.7,75.0,False,0
6.0,Olivia,Female,95.0,30.0,88.0,1.0,High,,2.8,97.0,False,0
4626.0,Mike Waters,Male,92.0,18.0,60.0,2.0,High,80.0,2.4,58.0,True,1
6528.0,Tiffany Morris,Female,85.0,30.0,60.0,0.0,High,72.0,3.6,68.0,,1
9877.0,Crystal Chandler,Male,91.0,12.0,90.0,1.0,Low,80.0,0.6,84.0,True,1
,Caleb Walker,Female,78.0,20.0,88.0,1.0,High,,2.2,51.0,False,0
,Caleb Walker,Female,78.0,20.0,88.0,1.0,High,,2.2,51.0,False,0
1440.0,Cassandra Snyder,Female,92.0,17.0,82.0,2.0,Medium,,0.7,69.0,True,0
3035.0,Rebecca Kim,Male,85.0,17.0,78.0,0.0,High,68.0,4.4,,True,1
,Shirley Jackson,Male,78.0,20.0,60.0,1.0,Medium,72.0,4.7,98.0,True,1
6.0,Olivia,Female,95.0,30.0,88.0,1.0,High,,2.8,97.0,False,0
6339.0,Melissa Aguirre,Female,88.0,8.0,88.0,2.0,Low,92.0,3.0,84.0,,1
3915.0,Terri Hayden,Female,90.0,17.0,90.0,3.0,Medium,68.0,3.2,56.0,True,1
5698.0,Holly Leon,Male,78.0,15.0,78.0,3.0,High,72.0,,,False,1
6804.0,David Aguilar,Female,70.0,17.0,78.0,2.0,High,,3.6,56.0,,0
9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True,0
4394.0,John Warner,Male,92.0,30.0,65.0,3.0,High,,4.3,59.0,True,0
4773.0,John Fox,Female,95.0,20.0,77.0,1.0,Medium,92.0,3.0,91.0,False,1
8021.0,Maria Walls,Female,88.0,10.0,90.0,1.0,Medium,,2.4,94.0,True,0
1440.0,Cassandra Snyder,Female,92.0,17.0,82.0,2.0,Medium,,0.7,69.0,True,0
6312.0,David Meyer,Male,,12.0,65.0,1.0,High,,3.0,71.0,True,0
6562.0,Amy Rodriguez,Male,95.0,10.0,85.0,2.0,Low,,2.7,62.0,False,0
1996.0,Manuel Baker,Female,70.0,8.0,85.0,1.0,Low,,0.4,55.0,False,0
6706.0,Tiffany Huff,Female,90.0,,77.0,,High,85.0,0.2,95.0,True,1
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
8021.0,Maria Walls,Female,88.0,10.0,90.0,1.0,Medium,,2.4,94.0,True,0
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
9747.0,James Bennett,Female,70.0,,70.0,2.0,High,62.0,0.7,92.0,True,1
5706.0,John Franklin,Male,70.0,30.0,85.0,2.0,High,78.0,1.6,63.0,False,1
6906.0,Kristi Price,Male,85.0,22.0,65.0,0.0,Medium,72.0,1.7,61.0,False,1
1871.0,Deborah Reyes,Male,78.0,15.0,90.0,0.0,High,78.0,1.3,95.0,False,1
5073.0,Miguel Leblanc,Female,88.0,22.0,78.0,2.0,High,80.0,2.6,82.0,False,1
8021.0,Maria Walls,Female,88.0,10.0,90.0,1.0,Medium,,2.4,94.0,True,0
7430.0,Darren Martin,Male,91.0,18.0,65.0,1.0,Low,72.0,0.5,73.0,True,1
,Caleb Walker,Female,78.0,20.0,88.0,1.0,High,,2.2,51.0,False,0
5216.0,Cassandra Ryan,Male,90.0,18.0,78.0,0.0,Medium,90.0,5.0,,False,1
7305.0,Alyssa Berg MD,Female,91.0,25.0,65.0,,Low,,0.2,81.0,True,0
1939.0,Christian Barr,Male,82.0,12.0,78.0,0.0,Medium,92.0,4.9,90.0,True,1
2549.0,Mary Bennett,Male,70.0,17.0,60.0,2.0,Low,68.0,0.5,54.0,True,1
7797.0,Angela Williams,,85.0,22.0,60.0,2.0,High,,1.1,78.0,,0
5681.0,Jill Williams,Male,90.0,8.0,65.0,2.0,Low,90.0,3.8,73.0,True,1
7064.0,Paige Turner,Male,91.0,8.0,77.0,0.0,Medium,,4.0,82.0,False,0
8657.0,,Male,91.0,20.0,85.0,2.0,Medium,78.0,2.6,99.0,False,1
5777.0,Melissa Wilson,Female,91.0,25.0,77.0,1.0,Low,78.0,5.0,99.0,True,1
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,0
5703.0,Alexis Walton,Female,78.0,10.0,60.0,1.0,Medium,,4.3,74.0,False,0
4522.0,Carla Rodriguez,Female,78.0,20.0,90.0,1.0,Medium,72.0,0.2,69.0,False,1
8381.0,Peter Welch,Female,88.0,15.0,90.0,2.0,Low,,3.5,79.0,True,0
5087.0,Andrew Cook,Male,85.0,15.0,88.0,3.0,Medium,,4.1,82.0,False,0
,Caleb Walker,Female,78.0,20.0,88.0,1.0,High,,2.2,51.0,False,0
7558.0,Rebecca Kelly,Male,85.0,30.0,78.0,2.0,Medium,80.0,2.8,59.0,False,1
6966.0,Joseph Green,Female,92.0,8.0,82.0,1.0,Low,,0.2,,True,0
2604.0,Yolanda Chen,Male,82.0,15.0,85.0,3.0,High,,2.4,63.0,False,0
9201.0,David Robertson,Male,82.0,20.0,82.0,,Low,,0.8,98.0,True,0
6359.0,Cory Rosario DDS,Female,85.0,17.0,85.0,2.0,Low,92.0,3.6,78.0,True,1
9892.0,David Gonzalez,Female,92.0,22.0,65.0,2.0,Medium,,3.7,67.0,True,0
9553.0,Sylvia Chavez,Female,95.0,15.0,70.0,0.0,High,78.0,3.9,74.0,False,1
2944.0,Elizabeth Clark,Female,85.0,20.0,,0.0,High,72.0,2.7,55.0,False,1
2604.0,Yolanda Chen,Male,82.0,15.0,85.0,3.0,High,,2.4,63.0,False,0
2776.0,Raven Taylor,Male,90.0,30.0,86.0,1.0,High,92.0,1.4,84.0,True,1
4943.0,Charles Aguilar,Male,70.0,12.0,82.0,,Medium,78.0,4.8,50.0,True,1
5087.0,Andrew Cook,Male,85.0,15.0,88.0,3.0,Medium,,4.1,82.0,False,0
2416.0,William Christian,Female,82.0,17.0,90.0,3.0,Medium,,1.4,96.0,False,0
1674.0,Ronald Schmidt,Male,90.0,15.0,86.0,2.0,Low,92.0,3.8,76.0,True,1
9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True,0
,Steven Wood,Male,70.0,30.0,85.0,2.0,High,,4.9,80.0,True,0
7093.0,Arthur Johnson,Female,85.0,10.0,88.0,2.0,Medium,68.0,3.1,60.0,False,1
8295.0,Lisa Lynch,Female,85.0,15.0,77.0,3.0,High,92.0,1.5,75.0,True,1
4734.0,Elizabeth Chavez,Male,88.0,17.0,88.0,2.0,Low,62.0,3.0,55.0,True,1
3735.0,,Female,78.0,18.0,78.0,3.0,High,,3.7,75.0,False,0
5703.0,Alexis Walton,Female,78.0,10.0,60.0,1.0,Medium,,4.3,74.0,False,0
,Steven Wood,Male,70.0,30.0,85.0,2.0,High,,4.9,80.0,True,0
8684.0,Dawn Morton,Male,95.0,22.0,,1.0,Medium,,2.5,76.0,True,0
9892.0,David Gonzalez,Female,92.0,22.0,65.0,2.0,Medium,,3.7,67.0,True,0
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
3200.0,Michael Yoder,Male,90.0,15.0,65.0,1.0,Low,62.0,4.9,58.0,True,1
3880.0,Timothy Barrera,Male,70.0,17.0,65.0,2.0,High,80.0,1.5,,True,1
,Courtney Clark,,95.0,25.0,82.0,2.0,Low,68.0,2.7,65.0,True,1
6302.0,Jenny Coleman,Female,88.0,22.0,82.0,,Low,87.0,0.7,98.0,False,1
9052.0,Jesse Barber,Male,95.0,,65.0,0.0,High,72.0,1.6,66.0,True,1
7581.0,Jennifer Smith,Male,91.0,8.0,90.0,3.0,Low,88.0,0.1,74.0,False,1
6996.0,,Female,90.0,8.0,85.0,1.0,Medium,72.0,4.7,82.0,True,1
7488.0,Norma Ward,Male,78.0,25.0,88.0,1.0,Low,78.0,4.6,52.0,True,1
9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True,0
7797.0,Angela Williams,,85.0,22.0,60.0,2.0,High,,1.1,78.0,,0
4305.0,Angela Garcia,Male,95.0,25.0,90.0,2.0,High,62.0,0.1,50.0,False,1
7303.0,Joanna Martinez,Female,92.0,10.0,60.0,3.0,High,88.0,2.5,96.0,True,1
5410.0,Christina Johnson,Male,91.0,22.0,78.0,3.0,,80.0,0.2,55.0,False,1
4046.0,Joseph Roberts,Male,88.0,18.0,65.0,1.0,Low,80.0,1.2,59.0,True,1
5087.0,Andrew Cook,Male,85.0,15.0,88.0,3.0,Medium,,4.1,82.0,False,0
6489.0,Susan Morris,Female,85.0,12.0,70.0,1.0,High,72.0,2.3,62.0,True,1
8501.0,Deborah Hunter,Female,78.0,22.0,85.0,0.0,Low,80.0,1.2,60.0,False,1
3440.0,Brandon Williamson,Male,95.0,,88.0,0.0,Medium,,,69.0,False,0
1996.0,Manuel Baker,Female,70.0,8.0,85.0,1.0,Low,,0.4,55.0,False,0
8001.0,Brian Miles,Male,88.0,17.0,,2.0,Low,,1.6,76.0,True,0
1606.0,Mary Benson,Female,70.0,,70.0,3.0,Low,,4.7,81.0,True,0
9906.0,Sean Lyons,Male,,15.0,85.0,2.0,Medium,,2.6,76.0,True,0
3886.0,Cindy Harvey,Female,70.0,20.0,86.0,2.0,Low,88.0,3.9,74.0,False,1
9572.0,Carrie Mccoy,Male,85.0,10.0,65.0,1.0,High,87.0,2.4,,True,1
1807.0,Taylor Smith,Female,88.0,30.0,78.0,1.0,Medium,,1.4,81.0,True,0
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
1749.0,Ian Glass,Female,88.0,17.0,70.0,3.0,Low,,2.2,93.0,True,0
7305.0,Alyssa Berg MD,Female,91.0,25.0,65.0,,Low,,0.2,81.0,True,0
2479.0,Kelly Allen MD,Female,78.0,25.0,85.0,3.0,Low,72.0,4.7,83.0,False,1
8888.0,,Male,85.0,12.0,88.0,1.0,Medium,80.0,4.2,69.0,False,1
8001.0,Brian Miles,Male,88.0,17.0,,2.0,Low,,1.6,76.0,True,0
9743.0,Amy Lawson,Male,92.0,22.0,60.0,1.0,High,68.0,1.2,,False,1
3267.0,John West,Male,92.0,8.0,65.0,3.0,High,62.0,2.0,84.0,False,1
8965.0,James Fields,Female,85.0,18.0,,0.0,Medium,68.0,3.9,64.0,False,1
9633.0,Alexander Thompson,Female,90.0,20.0,65.0,0.0,High,92.0,2.7,94.0,False,1
6312.0,David Meyer,Male,,12.0,65.0,1.0,High,,3.0,71.0,True,0
7797.0,Angela Williams,,85.0,22.0,60.0,2.0,High,,1.1,78.0,,0
,Steven Wood,Male,70.0,30.0,85.0,2.0,High,,4.9,80.0,True,0
1387.0,Mark Hartman,Male,70.0,30.0,82.0,2.0,Medium,90.0,3.2,75.0,False,1
3950.0,Matthew Massey,Male,78.0,20.0,86.0,,Low,92.0,2.5,,True,1
1152.0,,Male,,20.0,60.0,0.0,Medium,87.0,1.1,55.0,True,1
1440.0,Cassandra Snyder,Female,92.0,17.0,82.0,2.0,Medium,,0.7,69.0,True,0
,Jessica Richardson,Male,95.0,18.0,65.0,2.0,Medium,72.0,2.9,60.0,True,1
4804.0,James Anderson,,88.0,17.0,82.0,1.0,Medium,85.0,3.4,60.0,True,1
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,0
5421.0,Samuel Smith,Female,92.0,25.0,90.0,2.0,High,,4.3,81.0,False,0
1749.0,Ian Glass,Female,88.0,17.0,70.0,3.0,Low,,2.2,93.0,True,0
3695.0,Diana Schultz,Female,85.0,18.0,88.0,2.0,Medium,87.0,0.7,64.0,False,1
7797.0,Angela Williams,,85.0,22.0,60.0,2.0,High,,1.1,78.0,,0
8245.0,Peggy Hill,Male,85.0,15.0,90.0,3.0,Low,90.0,0.8,96.0,True,1
6966.0,Joseph Green,Female,92.0,8.0,82.0,1.0,Low,,0.2,,True,0
9810.0,Morgan Gilbert,Female,90.0,25.0,77.0,0.0,Low,87.0,5.0,54.0,True,1
,Steven Wood,Male,70.0,30.0,85.0,2.0,High,,4.9,80.0,True,0
1310.0,Elizabeth Nichols,Female,92.0,25.0,86.0,1.0,High,,3.0,75.0,True,0
1996.0,Manuel Baker,Female,70.0,8.0,85.0,1.0,Low,,0.4,55.0,False,0
9892.0,David Gonzalez,Female,92.0,22.0,65.0,2.0,Medium,,3.7,67.0,True,0
9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True,0
5270.0,Jacob Bean,Male,91.0,30.0,82.0,3.0,High,62.0,1.8,75.0,False,1
8342.0,Sarah Johnson,Male,90.0,18.0,90.0,0.0,Low,92.0,1.5,87.0,False,1
8150.0,Chad Downs,Male,85.0,15.0,,1.0,Low,72.0,2.4,81.0,True,1
5421.0,Samuel Smith,Female,92.0,25.0,90.0,2.0,High,,4.3,81.0,False,0
7064.0,Paige Turner,Male,91.0,8.0,77.0,0.0,Medium,,4.0,82.0,False,0
6312.0,David Meyer,Male,,12.0,65.0,1.0,High,,3.0,71.0,True,0
1955.0,Reginald Hoover,Female,82.0,15.0,85.0,,High,92.0,4.8,56.0,True,1
5703.0,Alexis Walton,Female,78.0,10.0,60.0,1.0,Medium,,4.3,74.0,False,0
6395.0,Monique King,Female,82.0,10.0,90.0,0.0,Low,72.0,3.4,62.0,True,1
8306.0,David Jimenez,Female,90.0,30.0,78.0,3.0,Low,92.0,2.9,64.0,False,1
5087.0,Andrew Cook,Male,85.0,15.0,88.0,3.0,Medium,,4.1,82.0,False,0
8684.0,Dawn Morton,Male,95.0,22.0,,1.0,Medium,,2.5,76.0,True,0
1996.0,Manuel Baker,Female,70.0,8.0,85.0,1.0,Low,,0.4,55.0,False,0
8381.0,Peter Welch,Female,88.0,15.0,90.0,2.0,Low,,3.5,79.0,True,0
5703.0,Alexis Walton,Female,78.0,10.0,60.0,1.0,Medium,,4.3,74.0,False,0
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
5533.0,Paul Williams,Female,78.0,30.0,77.0,1.0,Medium,90.0,3.9,81.0,True,1
2253.0,Andrea Frey,Female,85.0,25.0,82.0,1.0,Medium,72.0,1.3,71.0,True,1
1606.0,Mary Benson,Female,70.0,,70.0,3.0,Low,,4.7,81.0,True,0
1959.0,Brian Avery,Female,,,86.0,3.0,High,87.0,1.2,65.0,False,1
8993.0,Jesus Wood,Male,85.0,12.0,70.0,0.0,High,80.0,2.6,67.0,False,1
8381.0,Peter Welch,Female,88.0,15.0,90.0,2.0,Low,,3.5,79.0,True,0
9837.0,Jane Griffith,Female,85.0,12.0,65.0,2.0,High,62.0,1.3,87.0,False,1
9906.0,Sean Lyons,Male,,15.0,85.0,2.0,Medium,,2.6,76.0,True,0
6312.0,David Meyer,Male,,12.0,65.0,1.0,High,,3.0,71.0,True,0
4016.0,Julia Brooks,Female,78.0,15.0,88.0,0.0,Medium,,2.2,90.0,False,0
5670.0,Gregory Davila,Male,78.0,18.0,77.0,2.0,High,62.0,0.5,64.0,False,1
7233.0,Shannon Spencer,Female,88.0,17.0,82.0,0.0,Low,88.0,2.4,71.0,True,1
9892.0,David Gonzalez,Female,92.0,22.0,65.0,2.0,Medium,,3.7,67.0,True,0
1378.0,Chad Colon,Female,82.0,17.0,78.0,,Low,80.0,-5.0,200.0,False,1
5990.0,Lisa Brooks,Female,85.0,20.0,70.0,3.0,High,90.0,2.7,60.0,True,1
9906.0,Sean Lyons,Male,,15.0,85.0,2.0,Medium,,2.6,76.0,True,0
1606.0,Mary Benson,Female,70.0,,70.0,3.0,Low,,4.7,81.0,True,0
9201.0,David Robertson,Male,82.0,20.0,82.0,,Low,,0.8,98.0,True,0
,Caleb Walker,Female,78.0,20.0,88.0,1.0,High,,2.2,51.0,False,0
6804.0,David Aguilar,Female,70.0,17.0,78.0,2.0,High,,3.6,56.0,,0
6.0,Olivia,Female,95.0,30.0,88.0,1.0,High,,2.8,97.0,False,0
3735.0,Shawn Galloway,Female,78.0,18.0,85.0,1.0,Medium,62.0,1.4,54.0,False,1
6.0,Olivia,Female,95.0,30.0,88.0,1.0,High,,2.8,97.0,False,0
3585.0,Michelle Clay,Male,82.0,10.0,86.0,0.0,Medium,78.0,2.4,97.0,True,1
9502.0,Drew Morse,,88.0,22.0,77.0,0.0,Medium,78.0,3.7,76.0,True,1
9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True,0
,Caleb Walker,Female,78.0,20.0,88.0,1.0,High,,2.2,51.0,False,0
9201.0,David Robertson,Male,82.0,20.0,82.0,,Low,,0.8,98.0,True,0
8001.0,Brian Miles,Male,88.0,17.0,,2.0,Low,,1.6,76.0,True,0
8684.0,Dawn Morton,Male,95.0,22.0,,1.0,Medium,,2.5,76.0,True,0
5421.0,Samuel Smith,Female,92.0,25.0,90.0,2.0,High,,4.3,81.0,False,0
,Michelle Aguilar,Female,78.0,8.0,65.0,1.0,Low,68.0,2.2,87.0,True,1
9892.0,David Gonzalez,Female,92.0,22.0,65.0,2.0,Medium,,3.7,67.0,True,0
2866.0,John Weber,Female,78.0,10.0,60.0,1.0,High,62.0,4.4,69.0,False,1
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
8001.0,Brian Miles,Male,88.0,17.0,,2.0,Low,,1.6,76.0,True,0
9906.0,Sean Lyons,Male,,15.0,85.0,2.0,Medium,,2.6,76.0,True,0
3281.0,Samantha Mendoza,Female,91.0,,65.0,2.0,Medium,78.0,0.8,53.0,False,1
